,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
269,"> No, your moron.",1,0,0,0,0,0
3060,We Fuckum Arab Babiesum,0,0,0,0,1,0
2620,You ignoramus! My cousin just did the hitler pictures and the swastikas and what not. I've been the one talking to you you imbecile. I can't believe that people that are stupid like you exist. It makes we want to start playing russian roulette with myself.,0,0,0,0,1,0
692,"== Hi == 

 fuck u bitch suck a black dick bitch ass mutahfucka 
 if i edit shit u leave it ok bitch fuck u nigga fuckin muthafucka",0,1,0,0,0,1
1520,"I think your being a bit hard 

So your anti vandal, great.  So your not going to do anthing where it say's the Kilwinning Ranger have won the champions leauge and Uefa cup. You are a bit of a dick",0,0,1,0,0,0
1324,"Violent fucking imagery? Are you kidding me?
Holy fucking shit. Dude you are part of the problem I really hope you know that.
I know you think you're doing doing something good. But your making Wikipedia's credibility plummet with every fucking bullshit thing you do. I really hope you know that. 71.192.72.22",0,1,0,0,0,0
1354,"== JUGGALO 4 LIFE == 
 this is one of my favoit songs by the insane clown posse........i love the way the like to kill people because people are dumb sometimes and i wanna kill them if they need to be killed......and now that i think about it one of the biggest juggalos i know id Kevin Ryan Fisher 

  

  

  

  

  

 BLAAAM!!! 
 (feat. Anybody Killa) 
 [Anybody Killa]  
 Story time, bitch!  
 All across the East Side  
 [Violent J]  
 What? I represent Delray!  
 [Shaggy 2 Dope]  
 Delray!  
 [Anybody Killa]  
 So?  
 [Violent J]  
 South West Side!  
 [Violent J & Shaggy 2 Dope]  
 This Gypsy aunt of mine  
 You're the lucky one  
 She died and left behind  
 An ancient piece of time  
 I didn't know what it was  

 You're the lucky one  
 Knuckle deep in dust  
 Edges played with rust  
 I started to get pissed  
 You're the lucky one  
 This lamp is all I get  
 A worthless piece of shit  
 But once I rubbed it clean  
 You're the lucky one  
 A genie popped on the scene  
 Brought true my every dream  
 [Chorus]  
 I was like  
 BLAAAM! Free hoes  
 BLAAAM! Nyquil  
 BLAAAM! Faygo  
 Anything I want  
 I was like  
 BLAAAM! Sharp axe  
 BLAAAM! Good weed  
 BLAAAM! Hot tracks  
 Everything I need  
 [Violent J & Shaggy 2 Dope]  
 Now I'm in a fizzle  
 You're the lucky wizzle  
 Hotties on the wizzle  
 Still a juggalizzle  
 I drive a platinum car  
 You're the lucky one  
 It has a tennis court and a bar  
 You know who I are  
 Money out the ass  
 You're the lucky one  
 I'm wishing while it last  
 Genie's moving fast  
 [Chorus]  
 I want my  
 BLAAAM! Free bank  
 BLAAAM! Necks cut  
 BLAAAM! My shank  
 Anything I want  
 I want my  
 BLAAAM! Hot wings  
 BLAAAM! Good weed  
 BLAAAM! Big thangs  
 Everything I need  
 [Violent J & Shaggy 2 Dope]  
 Now I am a king  
 You're the lucky one  
 I have everything  
 Nothing's challenging  
 Nothing makes me proud  
 You're the lucky one  
 I stand out in the crowd  
 While others beg out loud  
 I remember when  
 You're the lucky one  
 Money was so thin  
 But dreams were all up in  
 Looking at my lamp  
 You're the lucky one  
 Would I give it all back?  
 Shit, fool, give me that  
 [Chorus]  
 I'll be like  
 BLAAAM! Bitch slaps  
 BLAAAM! Cheap wine  
 BLAAAM! Dub H (waffle house)  
 Anything I want  
 I'll be like  
 BLAAAM! Half pipe  
 BLAAAM! Good weed  
 BLAAAM! Moonlight  
 Everything I need  
 I'll be like  
 BLAAAM! Free hoes  
 BLAAAM! Nyquil  
 BLAAAM! Faygo  
 Anything I want  
 I'll be like  
 BLAAAM! Sharp axe  
 BLAAAM! Good weed  
 BLAAAM! Hot tracks  
 Everything I need  
 [Anybody Killa & Shaggy]  
 BLAAAM!  
 The moral of the story is  
 BLAAAM!  
 Those who never had shit  
 BLAAAM!  
 And then get shit  
 WHAT?  
 Need to get shit  
 BLAAAM!  
 So if you got shit  
 BLAAAM!  
 Or you need shit  
 BLAAAM!  
 Get some shit  
 GO GET YOUR SHIT  
 Fuck this shit  
 Where JD at?",0,1,0,1,0,0
1345,ANON'S TINY BLACK PENIS EJACULATES SEMEN OVER BSRBOY'S PULSATING ANUS. ANON IS A DIRTY-MINDED NIGGAPEDO. MUHAMED RAPED LITTLE CHILDREN. HE WORSHIPPED SATAN AND SACRIFICED BABIES IN HIS NAME. MUSLIMS ARE TERRORISTS AND SHOULD BE SHOT. ALLAH DOESN'T EXIST.,0,1,0,0,0,0
2704,"I'm not your son, you crazy bugger.",0,0,0,0,1,0
80,Aww.  Fuck it.  There's already so much hurt in this world.  Let's be friends.  99.164.68.102,1,0,0,0,0,0
1598,What about Al Capone?! bitches.....,0,0,1,0,0,0
775,OH SHIT I'M FUCKING HAVING AN ORGASM. A FUCKIN' BUMBLEBEE HAS LIKED MY WENIS!,0,1,0,0,0,0
1109,"I am going to shoot you in the head and laugh as your brains splatter onto the ground and blood pools around your corpse. 

I am going to shoot you in the head and laugh as your brains splatter onto the ground and blood pools around your corpse.",0,1,0,1,0,0
198,"""

 Okay what is wrong with you people? 

It turns out, that even after showing TWO admins the info he needed he STILL got banned from an admin named Glen. He told me through MSN...Now I knew that wikipedian's admins were not the BEST on the internet, but after hearing this you guys have to be the most sick, vile people i've ever heard in my life. You all she be ashamed of yourselves, and put the anti-gay remarks back in the article, now that you have the info you need, since some jackass blocked him EVEN after he had the info he needed. Again the text was the following:On the December 8 edition of Fox News' The O'Reilly Factor, host Bill O'Reilly offered a Factor jacket to radio """"shock jock"""" Howard Stern. After Stern said, """"I won't wear it, but I will give it to a crack whore"""" and handed it back, O'Reilly told him: """"I'm not having this on some lesbian somewhere. It's not going to happen.""""

and the source was - http://mediamatters.org/items/200512090016""",1,0,0,0,0,0
1019,"Go Fuck yourself Shell, I couldn't care less what a fucked up waste of space like you thinks. Since when could an editor not edit articles on Wikipedia? It seems you need to kiss a lot of arseholes to make a difference here now.",0,1,1,0,0,0
2809,Ugly bitch - How about you go fuck yourself ?,0,0,0,0,1,0
3367,lesbian bizzle who knows no shizzle,0,0,0,0,0,1
3338,"]] 
 You are a huge massive rapist cock sucking faggot",0,0,0,0,0,1
2679,"hey idiot 

you were the one that was repeatedly undoing MY edits. Go away, AND STOP VANDALISING!",0,0,0,0,1,0
537,thank you for editing iranian articles. you are our slave. slave of iranians.,1,0,0,0,0,0
2948,"Go away and stop bothering me 

i don't want your slimy s**t all over my page, so why don't you f**k off and leave the rest of us to celebrate the fact we're all going to DIE??? YAYYYYYY 😄",0,0,0,0,1,0
328,eat shit get rid of goofs you queers.,1,0,0,0,0,0
1234,WIKIPEDIA SUCKS!! IT SHOULD BURN!!,0,1,0,0,0,0
1504,"the ridiculous vandalism on this page 

people like that mark cock wont stop vandalising, just lock the damn talk page for more veteranary members so vandalisers like mark will conclude vandalising the page, thus making me happy. 142.162.203.192",0,0,1,0,0,0
678,"""
I even found figure exactly for article case which illustrates bullet drop with numbers and is very easy to understand. But i am tired from expert editors. I will present this link if (after checking numbers on figure) you will name yourself """"stupid noob"""" and you will stop editing articles in which you are noob. 

Just to prove that wikieditors does not care about wikipedia quality. Thats why wikipedia is so full of shit. 69.141.140.192  """,1,0,0,0,0,0
751,"""ANOUNCEMENT
    I AM MAD AT THE PEOPLE WHO BAN ME FOR THINGS I DON""""T DO SO ALL MEXICANS AND 

BLACK PEOPLE ARE SHIT HEADS AND IM IN THE KKK FUCK HEADS!!!!!!1""",0,1,0,0,0,1
2803,"ANNOUNCEMENT:  
 only TWO more days till this page becomes unprotected, and we will begin to troll this page of this disgusting whore. Good luck with stopping us!!",0,0,0,0,1,0
293,"With Regards to Your Recent Thoughtful Epistle... 

Go get fucked and maybe you will not be so goddamned gay. Otherwise, go eat a bag of hell and drop dead.",1,0,0,1,0,0
2728,:The Boy Who Cried Wolf - logging onto en.wiki to call Marine Le Pen an ugly bitch destroys all credibility.,0,0,0,0,1,0
2938,"Hey asshole 

I don't appreciate your fucking condescension. Yeah, that's right, I wikilinked it so you can look up those big words that so elude you. You better Shut The Fuck Up and shove your Wikipedian Assholifity (yeah i made up that word what are gonna do sue me, huh bitch?) right up your sore-from-taking-it-up-the-ass asshole. I saw an attempt to give a  nice little wikilink to a fun English usage, and you just fuck everything up. I'm gonna be bold, not like fucking pussies such as yourself.",0,0,0,0,1,0
517,someone should try and talk to these people who are trying to sell essays what a bunch of idiots,1,0,0,0,0,0
2227,"mothafucka! 

You son of a bitch, shup up!

otherwise I will kill you!",0,0,0,1,1,0
2340,"BTW, I love to harrass, so try banning me for a year to stop me. I WISH ZHANZHAO DIE DIE DIE! I WILL RAPE YOU, YOUR MOTHER AND YOUR GAY FRIEND's ASS!!! 

Nuff' said",0,0,0,1,0,0
2879,Still havent grown up I see.  You are so pathetic...u werent quick enough as it got mirrored on another site.,0,0,0,0,1,0
1138,wikepedia suck greesy ass hiars and is a website for faggots to play with there dicks watching otherr peolpe edit shit u stupid fuck whads,0,1,0,0,0,0
3117,"Stupidhead! Dweeb! How dare you say that! Scorpionman, you foolbrained scumhead! I hate your guts! I HATE YOU!!! idiothead! IDIOT! You say nothing but sarcasm, so I'll just sarcas your stupid brain! Everybody is right about you; why don't you just go take your butt and dump it in a fire!!!! Your brain never evolved from a rock! Nobody's did! There's no control anywhere! There's no point in anything! AH HA HA HA HA HA! AH HA HA HA HA HA HA!!!'",0,0,0,0,1,0
1838,". 
well in that case, I hope your house got destroyed in Hurricane Katrina you nigger.",0,0,1,0,0,0
384,Everyone knows Tony Sidaway is gay.,1,0,0,0,0,0
3245,"Edit request from 174.3.185.61, 28 June 2010 

Mauler90 is still a faggot 

174.3.185.61",0,0,0,0,0,1
77,what's up asshole bitch,1,0,0,0,0,0
364,""" 

 :If you'd bothered to look, you'd see it wasn't me that reverted your vandalism, it was in fact ... idiot! Control-alt-delete ★ ◾◾ """,1,0,0,0,0,0
2490,"Stop being a shithead, or I will rip off your head and piss down your esophagus, mother fucker. We Came In?",0,0,0,1,0,0
1341,Fuck off you Paki bastard. Take your sad pathetic life somewhere else!,0,1,0,0,0,0
342,"""

 """"Nigger"""" was not exactly my choice of words 

If you bother to read the article on Mark Fuhrman, and you have an I.Q. at my level or higher, you might recognize that my reference to """"nigger-lover"""" was satirical and that it is well-documentated that Mr. Fuhrman is the one who, quite notably, used that racial epitaph so freely, and later lied about it later under oath and quite appropriately was stripped of his law enforcement duties forever. He deserves to have it rubbed in his nose and for the rest of you to reminded of that on a regular basis, lest he be whitewashed.  Pun inteneded.   """,1,0,0,0,0,0
3617,"""It's funny how the first people to throw around """"possible motives"""" are always the ones who get it absolutely wrong. They get it so completely wrong with all their guesses it's almost as if they weren't guesses at all, but intentional deception. It's pretty obvious at this point to anyone who can think that this guy Ivins was a Mossad asset. He was a Jew carrying out a false-flag operation as Jews do, he pretended to be a muslim terrorist, he and his government pals wanted to...remove...a certain muslim researcher, while manufacturing some more fear of muslim """"terrorism"""" to get the American goyim more enthusiastic about letting themselves be slaughtered in Jew wars for Israel. Oh, you thought your """"soldiers"""" use those pathetically insufficient body armors and faulty rifles cuz there's not enough money? And so it goes. I'm not ruling out the possibility that this Ivins guy and his Zionist Bolshevist friends do this sort of stuff just as naturally as lions eat sheep, instinctively, but there may have been another motive for it as well. They don't want their enemies, muslims and other goyim, standing around when they're developing sophisticated biological weapons to take out entire races of humans, perhaps only sparing the God's Chosen, the Master Race by any other name. The Jews were the real """"Nazis"""" all along. Fools.   

""",0,0,0,0,0,1
457,"vandalism . . . 

fuck you, waggers.",1,0,0,0,0,0
2864,"I did not vandalize anything you dick ==

I have never removed an article, only edited it to better standards of scholarship and writing.

If you dont like my style, do what everyone else does and edit the fucking thing

==",0,0,0,0,1,0
1445,"==[hi]== 
 LUPO IS A FUCKING FAGGISH MOTHER FUCKER BY RYAN M 
 [-] 
 :talk page was blanked, and this message was added.  Title was chosen based on summary.  Please see",0,0,1,0,0,0
956,you are a gay anti-hindu bastard,0,1,0,0,0,1
3583,"Go ahead, ban my IP. I don't give a fuck. You're all a bunch of fucking faggots who cry about smallest change to articles. Get the cock out of your ass and have fun. 

 PS: Encyclopedia Dramatica > This Faggotry Fest",0,0,0,0,0,1
2752,"hi 

you are a stupid ugly l0ser.your mom was a cheap wh0re who would fock anything that walks.fock you you waste of life scvmbag,why don't you call me names back l0ser. i know youre true idenity too,i met you a few times.i h8 you.you are a evil r0tten person.i hope you cr0ak",0,0,0,0,1,0
2452,"wtf? 

wtf is your problem? why are you being such an asswipe?
This is an educational institution, you have no right to block an eductational institution. I will promise you legal action if that continues. Against you and against your family and against anyone you may have that loves you. I do not like you, and I hope you die soon. I will sue you if you continue to harass me. 
Your harassment is a violation of federal law and I warn you if you continue, you will not like the consequences.

216.229.227.144",0,0,0,1,0,0
529,"Hey UW Dawgs 

Dude, why did you delete my comment about the oregon ducks beating the Washington Huskies? The Huskies suck, and get crushed by the ducks every year. You should be absolutely ashamed of deleting that. Oh well, I guess it's just another butthurt huskies fan. Your team is bad and you should feel bad. Keep calm and keep on sucking huskies.",1,0,0,0,0,0
655,"Bwilkins, shut the f*** up, I'm done talking with your sorry a**.

Want notability? Will this do A**hole?

http://www.onlinenewspapers.com/usstate/uscalifo.htm

http://www.antelopevalleyhaunts.com/avhauntsmeetsavnews.htm

http://lancastermoah.org/downloads/av-news-today-online-2-6-12-campognone-looks-to-put-impressive-stamp-on-moah.pdf

http://www.avhidesert.com/forum/showthread.php?tid=1710

Well, what's the next BS reason you're going to toss at me Adolph Hitler (aka Bwilkins)????",1,0,0,0,0,0
1360,"To subject objective criteria such as references to subjective quasi-criteria such as Google count on a topic as humanistic as genocide undoubtedly does seem fitting of a profile of someone who treats genocide v. its deniers same as ice cream v. its taste-variants.  Too bad I didn't succeed pissing you off the first time enough to get me banned from this Freemasonry playground. Hm, lets see if you morons can catch on in the second attempt: go fuck yourselves, you lowlife idiotic semi-educated imbeciles who actually believe they possess supreme quality just by belonging to a herd of manipulators. Ha! Who's pissed off now. Push the button, come on we know you're holdiiiing it, and he's holdddiiing it, and heeee's hoooooo... LOL",0,0,1,0,0,0
1423,get p!$$ed off when someone expresses hate for Nintendo. I,0,0,1,0,0,0
385,"Wait! No! Not you, you damn exorcist! The power of Christ compels me!?!? No,no,no!!! 
 I'm melting,melting! Oh, what a world! Damn it all!  
 I'll get you, my pretty, and your little dog,too! 
 ARRRRRRGGGGHHH!!!!!!!!!! [Death]",1,0,0,0,0,0
3620,Hi sorry to edit this page...i didnt know where else to contact you... but i noticed your edited the buddhism section and since you nicely taken out my site why didnt you take out this site ReligiousTolerance.org Buddhism Page a non-biased description of Buddhism. its not very good is it...if you take off my link you should aleast keep to your standards and take off that one.,0,0,0,0,0,1
2581,"Go eat shit 

Yes i think you should go eat shit, my comment was fully true and consisted of no false statements, so go eat shit you stupid useless piece of shit. Thank you )",0,0,0,0,1,0
1596,"No, Assfuckers (has a nice ring to it D) use it as a pejorative term. It offends Macedonians because most of them aren't from Skopje. And even if they are that is not their national identity. Americans don't call Georgians Tbilisians. Пичка ти грчина. Alex",0,0,1,0,0,0
3285,Giovanni is gay and loves chunky wiener,0,0,0,0,0,1
1052,"FUCK YOU 

Fuck You keep blocking me I'll keep coming back, Are so fucking bored that you have to sit around and fuck with me on the goddamn computer. Get a life ASSHOLE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0,1,0,0,0,0
1825,suck dick u disrespectful swearing wank!!,0,0,1,0,0,0
3421,"hey faggot. 

Insert non-formatted text hereyour faggot moldy ass deleted my information on the toilet seat. ima hunt your faggot queer cocksucking ass down and run you over with a very big cat. bitch nigga im out.",0,0,0,0,0,1
178,You are really a dog .... this is the photo of my dog which you have stolen and posted on your page .. nastered....priyadarshivishal23,1,0,0,0,0,0
2606,"hey stupid 

Where did your excellant clue go? Did Quincy already take it down to forensiscs?

Maybe Columbo found it in the candlestick by the dildo!",0,0,0,0,1,0
1448,Do you suck dicks signed   BadNewsRamey,0,0,1,0,0,0
1978,"Ban this Jerk
Someone needs to ban this jerk for deleting articles before we can even get them off the ground.",0,0,1,0,0,0
1157,FUCK YOU FUCK YOU FUCK YOUa,0,1,0,0,0,0
3127,"There is a second part to this song that everybody missed 
 It Goes: 
 If I had the wings of a raven, 
 and I had the ass of a crow 
 I'd fly over Lansdowne Stadium 
 And shit on their Gigis below, 
 Shit on, shit on, shit on their Gigis below below! 
 Shit on, shit on, shit on their Gigis below! 
 What da fuck's a Gigi?! What da fuck's a gigi?! (This last line can go on for however long you want)",0,0,0,0,1,0
312,"==GREEDY JEW== 
 YOU WILL ROT IN HELL FOR MURDERING AND REJECTING JESUS",1,0,0,0,0,0
2634,"that faggot  
 NOW LISTEN ALL YOU NIGGAZ NEED TO GO FUCK URSELVES",0,0,0,0,1,0
3152,"DELETE!?!?!?
You delete vandalist pages?!?!?! You sick, sick bitch.",0,0,0,0,1,0
163,"Are you a fucking dick-head?  People like you should be prohibited from editing Wikipedia.  You should first learn some history, and stop spreading your propaganda.",1,0,0,0,0,0
1127,Fuck FINLAY McWALTER hes a faggot and he needs to get a fucking life faggot.,0,1,0,0,0,0
1603,"twat 

your a twat and im not checking back so you cant reply twat twat twat!",0,0,1,0,0,0
2530,YOU WILL DIE IN 7 DAYS.,0,0,0,1,0,0
482,"When you get unblocked I'm gonna ask them to permanently ban the IP so that you have to use an account. Now I am getting warnings because of you. Or rather because I called you a moron. What are you doing anyways?? Quit bangin on the walls!! -   

ROFL you got banned too!!! LMAO I am making breakfast and reading about Ancient Persia! When your kids get up come over bro. Um Sandstein what is your problem? I mean with 4twenty? If it really matter to you, he really didn't do anything offensive to me. If you are just being admin-troll, please stop? Deleting comments? Really? It's really not all this. Way too much attention over 2 brothers arguing man. I made some stupid decisions and twenty is trying to make me see an easier way and you ban him too? For telling me to behave? I don't think i am the only one who is confused here. Perhaps a cookie? Come on man really. 98.214.81.82",1,0,0,0,0,0
2513,"""
 Ain't bothering me, I'm not required to sign my posts/edit. I didn't specifically threaten anyone and your blowing it out of control. It was a snide comment. If I said """"I'm going to kill him in a fire"""" thats different; saying """"I'm going to church to pray that he gets cancer or dies in a fire"""" is more of a sarchastic tone. Pity you can't see that. No matter. Bump it up to 2 weeks now, just cause you can. """,0,0,0,1,0,0
1510,what the hell is the critcism of all the shit you could blame her for this is the best you can come up with,0,0,1,0,0,0
3357,"""== Wonderfull... this lesbian feminist """"nontheist christian"""" """"fisherqueen"""" still moderates wikipedia... ==
They should ban such feeble brain vertebrates like her from public life. Or she should get a husband and listen to him carefuly  it would mitigate the damage which she does in society.
The less you do, the more are you useful, Fisherqueen!

""",0,0,0,0,0,1
1036,"FUCK YOU UNFAIR ASSHOLE
YOU DONT EVEN CARE FOR FAIRNESS JUST 
BEING A FUCKING DRONE  ASSHOLE
\",0,1,0,0,0,0
2856,"10:14, 3 May 2007 Parjay (Talk | contribs) (7,585 bytes) (2nd warnings) 

Wow, I really scared now! O.O Parjay, get over it and get over yourself, hon. Do the world a favor, just eat shit and die. ^.^ 8D - ShadowFox S.T.A.R.S.",0,0,0,0,1,0
2468,"""

 A knife for you! 

  A knife for you! One of this days, I am going to cut you into little pieces…   """,0,0,0,1,0,0
2049,My mate told me you were a fuckin homosexual. You are dead.,0,0,0,1,0,1
2807,""" 
 This page meets Wikipedia's criteria for moronic presidents.  The given reason is: this president is a moron. 

 If you disagree with this moron, you are obviously unpatriotic and should sign up for the FBI watch list on its talk page or at Wikipedia:Dumb Presidents are beyond reproach. If this president obviously does not meet the criteria for sentient thought, or you intend to fix the next election, please do not remove this notice, but do remove this president from countries that you have created yourself. 
 Administrators, remember to check if anything links here and [ the page history] ([ last edit]) before deleting.Category:Candidates for speedy deletion""",0,0,0,0,1,0
3598,BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is gay! BunkSteve is g,0,0,0,0,0,1
1067,"You know what Acroterion you can go fuck yourself you sorry son of a bitch nigger. Oh and   

FUCK ALL OF YOU!!!",0,1,0,0,0,1
2600,"WHAT THE HELL!! STUPID ROBOTS, I DIDN'T DO ANYTHING 67.163.17.113",0,0,0,0,1,0
1963,":Bah. Then how about a rat with three digits on its penis, of which the middle is longer?",0,0,1,0,0,0
1392,Can't edit wikka nigger page,0,0,1,0,0,0
2204,"why you are a bastard 

I hope your dog dies.",0,0,0,1,0,0
120,"== AMELIA RADOVIC ==link title

She is a Drunken Mole from Newport that Helps at the Newport RSL!!!!",1,0,0,0,0,0
1693,Without the catholics and their stupid crusades there wouldn't of ever been a otoman empire,0,0,1,0,0,0
449,"ClueBot  

ClueBot is a incredibly crappy piece of software.

Mr Vernon",1,0,0,0,0,0
1072,You suck your family members' cocks!,0,1,0,0,0,0
3416,"DOUCHE BAG DOUCHE BAG DOUCHE BAG DOUCHE BAG FUCKER FUCKER FUCKER FUCKER FUCKER COCK SHIT FUCK TITS BALLS WEINER. CLUEBOT IS A FAGGOT WHO LIKES TO GET CORNHOLED BY YOUNG BLACK STALLIONS 24/7 365......SUCK IT BITCH        REPPIN NEBRACKA BITCH...one love
alright you fucking cluebot cock sucker dont be telling me i cant say whatever the fuck i want to on this goddammed website...freedom of speech bitch...put that in your fucking pipe and smoke it.",0,0,0,0,0,1
3092,"""

 Fuck you 

  Mother Fucker Mother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitchMother fucker of a bitch   """,0,0,0,0,1,0
721,"asshole? 

congratualtions on being such a huge fucking asshole!!! Bongwarrior

65.75.190.17",0,1,0,0,0,0
1751,"Their fanbase consists of niggers and white trash, and Big Ben likes to rape chicks",0,0,1,0,0,0
1713,STOP your propaganda on getting me blocked form here and ruining SRK related pages. Did you see me mess with your Salman pages??? Or do you want me to mess with them?? Relax I wont coz I dont hate Salman or AAmir whoever stan you are. And I am not so full of shit like you.,0,0,1,0,0,0
